"","Group.1","Group.2","Group.3","Group.4","Group.5","Group.6","Test","Apparatus","Date","Duration","Distance","Mean.speed","NE.time","NE.distance","NE.averagespeed","NW.time","NW.distance","NW.averagespeed","SE.time","SE.distance","SE.averagespeed","SW.time","SW.distance","SW.averagespeed","Island...distance.to.first.entry","Island...latency.to.first.entry","Thigmitaxis...time","Thigmitaxis...distance","Thigmitaxis...average.speed","Diet","NormSWTime","NormSWDist","Winding","Age.months","Age","Animal","APOE","Code","Sex","Stage","Treatment","residuals"
"76","210503-19","E22","A","M","Day2","E22_M",140,NA,NA,50.5,0.92995,0.176,4.15,0.077925,0.189,6.275,0.0957,0.1705,11.225,0.19265,0.195,7.025,0.124325,0.177,NA,NA,21.975,4.42825,0.17975,NA,0.171060606060606,0.185629834834999,14.4070082575,11.87,12,"210503-19","E22","A","M","Day2","E22_M",-0.276361169618142
"77","210503-20","E22","A","M","Day2","E22_M",141,NA,NA,36.7,0.781375,0.199,6.825,0.137225,0.22375,6.125,0.148175,0.238,6.85,0.1399,0.2065,9.175,0.16325,0.2125,NA,NA,7.7,1.928,0.21125,NA,0.288276461407299,0.219110881538969,11.435513755,11.87,12,"210503-20","E22","A","M","Day2","E22_M",-0.0963892150040368
"78","210222_16","E22","C","M","Day2","E22_M",109.5,NA,NA,41.525,0.80185,0.174,10.625,0.23145,NA,12.625,0.2276,0.19575,7.75,0.1474,NA,10.475,0.19535,0.1685,NA,NA,15.3,2.71475,0.157,NA,0.275950555261766,0.254563762708384,12.594021795,12.37,12,"210222_16","E22","C","M","Day2","E22_M",-0.176928272527191
"79","210503-18","E22","A","M","Day3","E22_M",227,NA,NA,17.05,0.2109,0.124,1.6,0.019875,NA,2.025,0.0275,NA,2.05,0.040525,NA,9.125,0.093275,0.1015,2.012,12.975,2.275,0.297,NA,NA,0.539856951392037,0.438192746402897,8.1005426725,11.87,12,"210503-18","E22","A","M","Day3","E22_M",-0.0494481791521636
"80","210503-19","E22","A","M","Day3","E22_M",228,NA,NA,27.2,0.450025,0.1305,3.025,0.047325,NA,1.05,0.0164,NA,3.65,0.074325,NA,8.475,0.1014,0.12525,NA,NA,11.025,2.106,NA,NA,0.50517008555819,0.476578475844806,8.50895815,11.87,12,"210503-19","E22","A","M","Day3","E22_M",-0.0663996256278295
"81","210503-20","E22","A","M","Day3","E22_M",229,NA,NA,13.575,0.183025,0.1195,1.625,0.025325,NA,2.4,0.0518,NA,1.925,0.0316,NA,7.025,0.06425,0.08575,1.7745,9.5,0.6,0.10025,NA,NA,0.564020272752145,0.428545668291481,5.33645948,11.87,12,"210503-20","E22","A","M","Day3","E22_M",-0.0375632250400285
"82","210222_16","E22","C","M","Day3","E22_M",177.5,NA,NA,38.15,0.61215,0.13775,7.825,0.1149,NA,9.525,0.1668,NA,9.675,0.168175,0.166,11.1,0.1623,0.1415,NA,NA,14,2.211,0.14975,NA,0.415609401790817,0.387985173420443,12.563494835,12.37,12,"210222_16","E22","C","M","Day3","E22_M",-0.136178495495692
"83","210503-18","E22","A","M","Day4","E22_M",315,NA,NA,17.575,0.290475,0.16525,0.675,0.014925,NA,1.95,0.03735,NA,3.425,0.05875,NA,9.8,0.143975,0.1365,2.40325,13.475,1.725,0.35475,0.2635,NA,0.57440411455706,0.475711901511532,7.72442718,11.87,12,"210503-18","E22","A","M","Day4","E22_M",0.0976506837859349
"84","210503-19","E22","A","M","Day4","E22_M",316,NA,NA,15.45,0.17965,0.1185,0.5,0.00825,NA,0.7,0.01415,NA,3.75,0.053125,NA,9.1,0.08955,0.0985,1.63025,11.35,1.4,0.14575,NA,NA,0.673039697720782,0.587018439157953,6.641237715,11.87,12,"210503-19","E22","A","M","Day4","E22_M",0.0687276738735046
"85","210503-20","E22","A","M","Day4","E22_M",317,NA,NA,13.325,0.1793,0.106,1,0.01615,NA,2.3,0.04415,NA,1.55,0.032175,NA,8.45,0.08685,0.0895,1.73875,9.225,0,0,NA,NA,0.730374130999235,0.663978000929342,5.4932315,11.87,12,"210503-20","E22","A","M","Day4","E22_M",0.0919555314631458
"86","210222_16","E22","C","M","Day4","E22_M",245.5,NA,NA,9.975,0.1745,0.16775,0.375,0.0053,NA,2.025,0.034275,NA,1.175,0.0459,NA,6.425,0.089,0.131,1.205,5.975,0.95,0.1465,NA,NA,0.6839385255729,0.587444055316129,4.76799067,12.37,12,"210222_16","E22","C","M","Day4","E22_M",0.214006409939537
"87","210503-18","E22","A","M","Day5","E22_M",403,NA,NA,18.825,0.252425,0.13,0.625,0.01085,NA,3.4,0.0521,NA,4.275,0.073075,NA,10.5,0.1164,0.10725,2.4705,14.75,0,0,NA,NA,0.575495212790353,0.473683598852577,7.8268160525,11.87,12,"210503-18","E22","A","M","Day5","E22_M",0.00256123857678115
"88","210503-19","E22","A","M","Day5","E22_M",404,NA,NA,17.725,0.217125,0.11175,1.125,0.01465,NA,6.125,0.081075,NA,2.725,0.048825,NA,7.65,0.071775,0.087,2.04,13.675,0.125,0.0085,NA,NA,0.469590053763441,0.359206604236115,6.685255085,11.87,12,"210503-19","E22","A","M","Day5","E22_M",-0.153139520955795
"89","210503-20","E22","A","M","Day5","E22_M",405,NA,NA,7.65,0.0779,0.09225,0,0,NA,0,0,NA,1.075,0.0161,NA,6.275,0.05855,0.08575,0.58225,3.575,0.3,0.03225,NA,NA,0.855039482342619,0.815771241655559,4.1483465075,11.87,12,"210503-20","E22","A","M","Day5","E22_M",0.179103649548838
"90","210222_16","E22","C","M","Day5","E22_M",313.5,NA,NA,12.55,0.2123,0.173,0.85,0.0153,NA,1.75,0.040375,0.2385,1.05,0.01935,NA,8.9,0.13735,0.15875,1.841,8.475,0.55,0.1165,NA,NA,0.719923281709637,0.653752279729957,4.5489972725,12.37,12,"210222_16","E22","C","M","Day5","E22_M",0.264315927865574
"91","190715_7","E22","D","F","Day1","E2f",22,NA,NA,60,0.97945,0.16325,14.6,0.2707,0.1875,15.475,0.2403,NA,18.975,0.305375,0.16525,10.9,0.1631,NA,NA,NA,41.3,6.11475,0.1515,NA,0.181666666666667,0.159693171044441,28.291341355,13.37,12,"190715_7","E22","D","F","Day1","E2f",-0.300543816214668
"92","190715_8","E22","D","F","Day1","E2f",23,NA,NA,50.975,0.80245,0.156,12.2,0.20925,NA,15.325,0.21045,NA,16.95,0.2795,NA,6.525,0.103225,NA,NA,NA,28.825,4.28175,0.23,NA,0.171056485355649,0.173687836216364,33.122762595,13.37,12,"190715_8","E22","D","F","Day1","E2f",-0.330935811425197
"93","190715_7","E22","D","F","Day2","E2f",62,NA,NA,41.45,0.7911,0.176,10.275,0.182325,NA,11.675,0.225925,NA,7.975,0.1779,0.2145,11.5,0.20495,0.16775,NA,NA,10.75,1.6465,NA,NA,0.357222941853771,0.319226005161163,12.6612074675,13.37,12,"190715_7","E22","D","F","Day2","E2f",-0.0901988338249771
"94","190715_8","E22","D","F","Day2","E2f",63,NA,NA,32.45,0.55695,0.11175,10.75,0.1827,NA,8.55,0.143425,NA,6.25,0.122025,NA,6.925,0.108825,0.12425,NA,NA,11.825,2.05825,NA,NA,0.484800724637681,NA,10.49428235,13.37,12,"190715_8","E22","D","F","Day2","E2f",-0.137928850081555
"95","190715_7","E22","D","F","Day3","E2f",102,NA,NA,18.9,0.30525,0.154,1.9,0.0308,NA,3,0.03415,NA,4.35,0.0849,NA,9.65,0.15535,0.159,2.98425,16.85,0.825,0.126,NA,NA,0.631996753246753,0.648397997072031,7.7832950725,13.37,12,"190715_7","E22","D","F","Day3","E2f",0.124547404355698
"96","190715_8","E22","D","F","Day3","E2f",103,NA,NA,32.95,0.63425,0.1525,6.65,0.1183,NA,10.9,0.21405,NA,7.175,0.155075,NA,8.225,0.146825,0.16225,NA,NA,12.7,2.3495,NA,NA,0.517638888888889,0.51628902024842,8.809490395,13.37,12,"190715_8","E22","D","F","Day3","E2f",0.00609675091517656
"97","190715_7","E22","D","F","Day4","E2f",142,NA,NA,22.375,0.383725,0.1145,0.6,0.0085,NA,8.225,0.14,NA,4.7,0.096025,NA,8.85,0.1392,0.11875,NA,NA,2.95,0.5375,NA,NA,0.654097026162244,0.658033437865257,6.8945956,13.37,12,"190715_7","E22","D","F","Day4","E2f",0.0388708980945462
"98","190715_8","E22","D","F","Day4","E2f",143,NA,NA,34.35,0.62375,0.1435,4.55,0.083625,NA,5.975,0.117925,NA,8.8,0.169475,NA,15.075,0.2527,0.14175,NA,NA,18.45,2.93075,NA,NA,0.618055555555556,0.578911470737399,12.3193674375,13.37,12,"190715_8","E22","D","F","Day4","E2f",0.0819566830858994
"99","190715_7","E22","D","F","Day5","E2f",182,NA,NA,23.8,0.4187,0.1245,3.35,0.068425,NA,2.025,0.047775,NA,8.425,0.15755,NA,10.025,0.144975,0.11425,4.12425,22.225,3.675,0.64175,NA,NA,0.61168900471581,0.590852241853837,8.6061932825,13.37,12,"190715_7","E22","D","F","Day5","E2f",0.0237481371991617
"100","190715_8","E22","D","F","Day5","E2f",183,NA,NA,22.375,0.4756,0.2075,2.325,0.059,0.246,4.775,0.104825,NA,6.7,0.160025,0.2435,8.55,0.151725,0.1635,4.70075,20.3,3.65,0.7025,0.206,NA,0.399309111156269,0.320351732967324,6.681826065,13.37,12,"190715_8","E22","D","F","Day5","E2f",0.0378359062133241
"101","190715_10","E22","A","M","Day1","E2m",25,NA,NA,56.925,0.955525,0.166,18.7,0.30695,0.16175,15.05,0.29165,0.17975,13.45,0.226975,0.16475,9.725,0.13,0.1595,NA,NA,37.075,5.487,0.148,NA,0.185720649895178,0.170404903353581,25.7695165,13.37,12,"190715_10","E22","A","M","Day1","E2m",-0.288986386334618
"102","190715_5","E22","A","M","Day1","E2m",20,NA,NA,38.625,0.752725,0.18425,13.5,0.28175,0.20675,14.075,0.261,0.18525,6.825,0.15555,NA,4.175,0.054425,0.14975,NA,NA,18.975,3.63075,NA,NA,0.18485119047619,0.111772872828464,16.0707918825,13.37,12,"190715_5","E22","A","M","Day1","E2m",-0.240060245247942
"103","190715_6","E22","A","M","Day1","E2m",21,NA,NA,54.15,1.044475,0.19125,18.475,0.364675,0.19675,11.475,0.201925,NA,13.625,0.2816,0.22725,10.55,0.1963,0.18625,NA,NA,32.65,6.10725,0.189,NA,0.208333333333333,0.209142099144451,22.95884426,13.37,12,"190715_6","E22","A","M","Day1","E2m",-0.197478420005065
"104","190715_9","E22","A","M","Day1","E2m",24,NA,NA,46.025,0.838275,0.197,15.85,0.2597,NA,8.2,0.177975,NA,14.325,0.254525,NA,7.65,0.146075,0.19925,NA,NA,25.05,4.33925,0.21,NA,0.221627881303541,0.217390666434791,22.7819707675,13.37,12,"190715_9","E22","A","M","Day1","E2m",-0.168494847218004
"105","190715_10","E22","A","M","Day2","E2m",65,NA,NA,23.9,0.359225,0.106,4.225,0.0611,NA,7.375,0.13275,NA,4.6,0.069825,NA,7.675,0.095575,0.10125,3.548,21.675,12.075,1.6165,NA,NA,0.527887169077222,0.526043272123935,9.91086391,13.37,12,"190715_10","E22","A","M","Day2","E2m",-0.110531430458866
"106","190715_5","E22","A","M","Day2","E2m",60,NA,NA,44.125,0.8529,0.18975,17.625,0.33025,0.19025,13.75,0.27765,NA,9.5,0.19805,NA,3.225,0.04695,0.122,NA,NA,6.125,0.99675,0.16175,NA,0.101258371034941,0.0661036127367899,13.7459562475,13.37,12,"190715_5","E22","A","M","Day2","E2m",-0.308646171386115
"107","190715_6","E22","A","M","Day2","E2m",61,NA,NA,37.15,0.7486,0.176,5.2,0.123725,NA,9.8,0.1774,NA,4.775,0.109025,NA,17.375,0.33845,0.18,NA,NA,11.5,1.9755,0.1465,NA,0.562061968889529,0.579634905246202,12.91008543,13.37,12,"190715_6","E22","A","M","Day2","E2m",0.114640193210781
"108","190715_9","E22","A","M","Day2","E2m",64,NA,NA,37.7,0.626475,0.157,16.35,0.26255,NA,11.075,0.201975,NA,6.7,0.118125,NA,3.55,0.043825,NA,NA,NA,18.25,2.59275,0.154,NA,0.259510906845932,0.236406145442144,15.237627885,13.37,12,"190715_9","E22","A","M","Day2","E2m",-0.239752863879808
"109","190715_10","E22","A","M","Day3","E2m",105,NA,NA,47.25,0.652275,0.12975,8.75,0.120125,NA,12.05,0.16325,NA,8.55,0.111275,0.1365,17.9,0.2576,0.1485,NA,NA,19.325,2.00175,0.09625,NA,0.398726341653287,0.483810872769522,17.651740935,13.37,12,"190715_10","E22","A","M","Day3","E2m",-0.174889764074061
"110","190715_5","E22","A","M","Day3","E2m",100,NA,NA,53.1,0.98145,0.18075,15.725,0.2901,0.186,6.025,0.1265,0.222,19.425,0.390325,0.1955,11.95,0.17455,0.15425,NA,NA,4.7,0.667,0.1425,NA,0.253117283950617,0.20121186820869,16.33441186,13.37,12,"190715_5","E22","A","M","Day3","E2m",-0.181343992966382
"111","190715_6","E22","A","M","Day3","E2m",101,NA,NA,24.85,0.4271,0.15875,1.95,0.02955,NA,6.95,0.11645,0.1685,3.925,0.070825,NA,12.05,0.2103,0.13625,NA,NA,7.075,1.15775,NA,NA,0.384738881082643,0.336492982878622,9.8041589575,13.37,12,"190715_6","E22","A","M","Day3","E2m",-0.109749969046664
"112","190715_9","E22","A","M","Day3","E2m",104,NA,NA,38.225,0.65655,0.16075,6.6,0.121875,NA,7.9,0.1294,NA,12.325,0.223075,0.186,11.375,0.1822,0.1575,NA,NA,10.025,1.48675,0.12775,NA,0.417332610642476,0.423749935953584,12.8849613425,13.37,12,"190715_9","E22","A","M","Day3","E2m",-0.0716991873766208
"113","190715_10","E22","A","M","Day4","E2m",145,NA,NA,16.925,0.199225,0.11625,1.425,0.008725,NA,3.075,0.03055,NA,3.725,0.06295,NA,8.675,0.096975,0.1065,1.91375,14.9,6.175,0.5485,0.0875,NA,0.508344560324758,0.469819067790016,8.536378745,13.37,12,"190715_10","E22","A","M","Day4","E2m",-0.102106647146505
"114","190715_5","E22","A","M","Day4","E2m",140,NA,NA,25,0.4698,0.149,3.425,0.066575,NA,4.95,0.102875,NA,6.625,0.124025,NA,10,0.176275,0.143,NA,NA,4.5,0.6665,NA,NA,0.591185513040168,0.573636085479723,8.5098911825,13.37,12,"190715_5","E22","A","M","Day4","E2m",0.0700935338735882
"115","190715_6","E22","A","M","Day4","E2m",141,NA,NA,21.675,0.4121,0.156,1.475,0.035425,NA,3.675,0.057125,NA,7.9,0.174325,NA,8.65,0.14525,0.13325,NA,NA,2.175,0.30325,NA,NA,0.472764094956883,0.400792978584756,8.8374872175,13.37,12,"190715_6","E22","A","M","Day4","E2m",-0.0292282018239622
